artist,genre,city,country,venue_type,capacity,month,event_day,days_until_event,marketing_budget,ticket_price,artist_popularity,previous_attendance_rate,pre_sale_interest,artist_market_score,is_weekend,marketing_per_capacity,price_per_capacity,popularity_marketing,occupancy_pct,tickets_sold,demand_class
Martin Garrix,electronica,Guadalajara,Mexico,stadium,64049,8,Saturday,180,1494973,3980,92,0.7,27852,0.92,1,23.34108261,0.062139924,137537516,0.6,38429,media
Los Tigres del Norte,norteno,Guadalajara,Mexico,theater,7799,6,Tuesday,97,109204,28965,92,0.74,3802,0.92,0,14.00230799,3.713937684,10046768,0.62,4835,media
Arctic Monkeys,rock,Bogota,Colombia,theater,7920,8,Tuesday,160,168138,3159,92,0.7,3268,0.88,0,21.22954545,0.398863636,15468696,0.3,2376,baja
Ed Sheeran,pop,Seul,Desconocido,theater,9244,11,Saturday,24,225309,2072,94,0.7,5127,0.8,1,24.37353959,0.224145392,21179046,0.52,4807,baja
Imagine Dragons,rock,CDMX,Mexico,theater,6810,2,Saturday,75,171180,4206,94,0.7,3074,1,1,25.13656388,0.617621145,16090920,0.58,3950,media
David Guetta,electronica,Bogota,Colombia,arena,23759,6,Thursday,60,512580,2466,93,0.82,14127,0.88,0,21.57414033,0.103792247,47669940,0.88,20908,alta
Girl Ultra,indie,Bogota,Colombia,theater,6332,2,Wednesday,80,72708,2329,78,0.7,2539,0.88,0,11.48262792,0.367814277,5671224,0.37,2343,baja
Stray Kids,kpop,Los Angeles,Estados Unidos,theater,8931,6,Wednesday,42,192528,3025,91,0.7,5902,0.95,0,21.55727242,0.338707871,17520048,0.54,4823,baja
Girl Ultra,indie,Leon,Mexico,club,2471,5,Tuesday,12,47586,1417,78,0.7,737,0.78,0,19.25779037,0.573452044,3711708,0.28,692,baja
David Guetta,electronica,CDMX,Mexico,theater,7461,8,Tuesday,90,189646,4450,93,0.82,4717,1,0,25.41830854,0.596434794,17637078,0.86,6416,alta
Taylor Swift,pop,CDMX,Mexico,theater,5381,2,Sunday,168,101212,3447,98,0.7,4010,1,0,18.80914328,0.640587251,9918776,0.77,4143,media
Arctic Monkeys,rock,Los Angeles,Estados Unidos,theater,4097,9,Wednesday,154,74304,2451,92,0.7,2605,0.95,0,18.13619722,0.598242617,6835968,0.75,3073,media
Stray Kids,kpop,Guadalajara,Mexico,stadium,76463,1,Friday,60,1127049,3628,91,0.7,45603,0.92,1,14.73979572,0.047447785,102561459,0.94,71875,alta
Natanael Cano,corridos,Los Angeles,Estados Unidos,stadium,36638,11,Friday,108,625663,1438,87,0.7,16238,0.95,1,17.07688738,0.039248867,54432681,0.62,22716,media
Siddhartha,indie,Queretaro,Mexico,stadium,60834,1,Saturday,25,1824005,1914,85,0.7,21575,0.82,1,29.98331525,0.031462669,155040425,0.6,36500,media
Fuerza Regida,regional_mexicano,Queretaro,Mexico,arena,10325,1,Thursday,143,281561,4302,88,0.7,4959,0.82,0,27.26983051,0.416658596,24777368,0.45,4646,baja
Post Malone,rap,Madrid,España,arena,15016,5,Saturday,164,208937,2443,92,0.7,9297,0.9,1,13.91429142,0.162693127,19222204,0.53,7958,baja
Natanael Cano,corridos,Bogota,Colombia,club,1058,11,Wednesday,152,16027,3584,87,0.7,511,0.88,0,15.14839319,3.387523629,1394349,0.42,444,baja
BLACKPINK,kpop,CDMX,Mexico,arena,17620,5,Tuesday,71,485856,3010,98,0.7,10966,1,0,27.57412032,0.170828604,47613888,0.69,12158,media
The Weeknd,pop,Guadalajara,Mexico,stadium,70023,3,Monday,73,1797466,3203,96,0.9,43192,0.92,0,25.6696514,0.045742113,172556736,0.84,58819,alta
Grupo Firme,banda,Monterrey,Mexico,club,1104,9,Wednesday,162,12586,2918,90,0.78,710,0.92,0,11.40036232,2.643115942,1132740,0.48,530,baja
Coldplay,rock,Madrid,España,theater,6914,10,Wednesday,65,165633,3965,96,0.7,3070,0.9,0,23.95617588,0.573474111,15900768,0.6,4148,media
Post Malone,rap,Queretaro,Mexico,festival,23060,4,Thursday,65,463510,3836,92,0.7,9689,0.82,0,20.10017346,0.166348656,42642920,0.63,14528,media
Imagine Dragons,rock,CDMX,Mexico,stadium,49662,12,Tuesday,10,582056,20789,94,0.7,27496,1,0,11.72034956,0.418609802,54713264,0.87,43206,alta
Drake,rap,Bogota,Colombia,arena,12422,6,Saturday,152,309013,2068,94,0.86,7763,0.88,1,24.87626791,0.166478828,29047222,0.67,8323,media
The Weeknd,pop,Monterrey,Mexico,stadium,63815,12,Friday,173,1734166,3177,96,0.9,38505,0.92,1,27.17489618,0.049784533,166479936,0.83,52966,alta
BTS,kpop,Leon,Mexico,arena,22369,9,Tuesday,124,319927,2929,99,0.95,11514,0.78,0,14.30224865,0.13094014,31672773,0.81,18119,alta
Ed Sheeran,pop,CDMX,Mexico,arena,20554,9,Friday,46,539297,3411,94,0.7,12507,1,1,26.23805585,0.165953099,50693918,0.69,14182,media
NewJeans,kpop,Guadalajara,Mexico,arena,13711,11,Sunday,62,208289,3512,93,0.7,6404,0.92,0,15.19137918,0.256144701,19370877,0.62,8501,media
Karol G,reggaeton,Leon,Mexico,club,1167,12,Saturday,103,32331,1667,94,0.7,546,0.78,1,27.70437018,1.428449015,3039114,0.42,490,baja
Los Tigres del Norte,norteno,Los Angeles,Estados Unidos,club,1915,9,Wednesday,177,49655,1443,92,0.74,891,0.95,0,25.92950392,0.753524804,4568260,0.59,1130,media
Taylor Swift,pop,Leon,Mexico,festival,56763,2,Monday,95,1018287,4252,98,0.7,26318,0.78,0,17.93927382,0.074907951,99792126,0.88,49951,alta
Drake,rap,Monterrey,Mexico,stadium,60752,4,Friday,38,651298,35623,94,0.86,40198,0.92,1,10.72060179,0.586367527,61222012,0.89,54069,alta
Siddhartha,indie,Leon,Mexico,theater,4331,4,Monday,84,83233,2638,85,0.7,1353,0.78,0,19.21796352,0.609097206,7074805,0.27,1169,baja
Kendrick Lamar,rap,Leon,Mexico,stadium,70387,5,Tuesday,16,825338,1489,95,0.7,29262,0.78,0,11.7257164,0.021154475,78407110,0.85,59829,alta
Grupo Firme,banda,Guadalajara,Mexico,stadium,65216,3,Sunday,109,1474229,1897,90,0.78,29925,0.92,0,22.60532691,0.029087954,132680610,0.81,52825,alta
Los Tigres del Norte,norteno,Leon,Mexico,festival,21031,9,Friday,112,331911,4533,92,0.74,7578,0.78,1,15.78198849,0.215538966,30535812,0.27,5678,baja
BTS,kpop,Queretaro,Mexico,club,1340,12,Friday,110,37915,4808,99,0.95,1132,0.82,1,28.29477612,3.588059701,3753585,0.97,1300,alta
aespa,kpop,Leon,Mexico,arena,23737,7,Wednesday,7,588670,1970,90,0.7,9274,0.78,0,24.79967982,0.082992796,52980300,0.35,8308,baja
Grupo Firme,banda,Guadalajara,Mexico,stadium,51705,6,Saturday,99,1520672,1368,90,0.78,33875,0.92,1,29.41054057,0.026457789,136860480,0.94,48603,alta
Karol G,reggaeton,Bogota,Colombia,festival,30944,1,Wednesday,70,849343,3833,94,0.7,13700,0.88,0,27.44774431,0.123868925,79838242,0.62,19185,media
Girl Ultra,indie,Monterrey,Mexico,arena,14012,3,Wednesday,92,232087,2494,78,0.7,6734,0.92,0,16.56344562,0.177990294,18102786,0.45,6305,baja
Ariana Grande,pop,Guadalajara,Mexico,arena,10620,4,Thursday,61,196785,1556,95,0.88,8104,0.92,0,18.52966102,0.146516008,18694575,0.93,9877,alta
Martin Garrix,electronica,CDMX,Mexico,theater,9208,12,Monday,17,105906,4498,92,0.7,5444,1,0,11.50152042,0.488488271,9743352,0.69,6354,media
Taylor Swift,pop,Queretaro,Mexico,stadium,30072,5,Sunday,12,681794,2246,98,0.7,14585,0.82,0,22.67205374,0.074687417,66815812,0.66,19848,media
Stray Kids,kpop,Guadalajara,Mexico,festival,81037,2,Monday,164,1565514,3137,91,0.7,39671,0.92,0,19.31850883,0.038710712,142461774,0.86,69692,alta
Girl Ultra,indie,Madrid,España,stadium,35151,7,Saturday,135,491626,2533,78,0.7,13939,0.9,1,13.98611704,0.072060539,38346828,0.35,12303,baja
NewJeans,kpop,Madrid,España,stadium,51744,7,Wednesday,67,1411419,2204,93,0.7,32387,0.9,0,27.27695965,0.04259431,131261967,0.96,49674,alta
Siddhartha,indie,Los Angeles,Estados Unidos,stadium,76035,12,Monday,62,1146321,3569,85,0.7,44001,0.95,0,15.07622805,0.04693891,97437285,0.94,71473,alta
Siddhartha,indie,Madrid,España,arena,21105,12,Friday,28,514709,1418,85,0.7,12254,0.9,1,24.38801232,0.06718787,43750265,0.77,16251,media
Imagine Dragons,rock,Madrid,España,festival,82075,10,Tuesday,85,1881666,3518,94,0.7,34312,0.9,0,22.92617728,0.042863235,176876604,0.81,66481,alta
Bad Bunny,reggaeton,Seul,Desconocido,club,622,10,Thursday,178,17052,3806,95,0.7,324,0.8,0,27.414791,6.118971061,1619940,0.47,292,baja
Post Malone,rap,Bogota,Colombia,club,2890,9,Sunday,179,36442,3089,92,0.7,1756,0.88,0,12.60968858,1.068858131,3352664,0.53,1532,baja
Grupo Firme,banda,Madrid,España,theater,4681,10,Saturday,133,128969,2265,90,0.78,2164,0.9,1,27.55159154,0.483870968,11607210,0.3,1404,baja
Karol G,reggaeton,CDMX,Mexico,festival,85573,12,Friday,107,1674289,3446,94,0.7,38284,1,1,19.56562233,0.040269711,157383166,0.8,68458,alta
Stray Kids,kpop,Queretaro,Mexico,festival,93183,11,Tuesday,118,2486059,1476,91,0.7,47870,0.82,0,26.67931919,0.015839799,226231369,0.92,85728,alta
Dua Lipa,pop,Monterrey,Mexico,club,2585,8,Saturday,157,52770,1596,93,0.7,1407,0.92,1,20.4139265,0.617408124,4907610,0.42,1086,baja
aespa,kpop,Los Angeles,Estados Unidos,festival,90526,6,Wednesday,85,1821306,27696,90,0.7,55741,0.95,0,20.11914809,0.305945253,163917540,0.94,85094,alta
Cuco,indie,Los Angeles,Estados Unidos,arena,22534,11,Sunday,163,561659,2966,82,0.7,8760,0.95,0,24.92495784,0.131623325,46056038,0.29,6535,baja
Fuerza Regida,regional_mexicano,Guadalajara,Mexico,stadium,42906,4,Sunday,104,928121,3976,88,0.7,24507,0.92,0,21.63149676,0.092667692,81674648,0.73,31321,media
Ariana Grande,pop,CDMX,Mexico,theater,4340,4,Saturday,137,56517,3884,95,0.88,2688,1,1,13.02235023,0.894930876,5369115,0.83,3602,alta
Bad Bunny,reggaeton,Madrid,España,arena,12004,1,Saturday,116,276565,4014,95,0.7,5199,0.9,1,23.03940353,0.334388537,26273675,0.6,7202,media
Arctic Monkeys,rock,CDMX,Mexico,theater,6492,5,Thursday,141,68837,2493,92,0.7,3027,1,0,10.60335798,0.384011091,6333004,0.6,3895,media
Ed Sheeran,pop,Los Angeles,Estados Unidos,festival,62637,7,Wednesday,18,636966,3173,94,0.7,39803,0.95,0,10.16916519,0.05065696,59874804,0.94,58879,alta
Post Malone,rap,Seul,Desconocido,theater,6598,2,Monday,33,176283,2806,92,0.7,3227,0.8,0,26.71764171,0.425280388,16218036,0.45,2969,baja
Karol G,reggaeton,Los Angeles,Estados Unidos,arena,14476,1,Friday,164,231829,36921,94,0.7,8012,0.95,1,16.01471401,2.550497375,21791926,0.41,5935,baja
TWICE,kpop,Bogota,Colombia,club,2803,3,Saturday,125,43520,3040,92,0.84,1547,0.88,1,15.52622191,1.084552265,4003840,0.64,1794,media
Bad Bunny,reggaeton,Bogota,Colombia,arena,16709,2,Tuesday,52,444987,1860,95,0.7,10216,0.88,0,26.6315758,0.111317254,42273765,0.75,12532,media
Cuco,indie,Guadalajara,Mexico,festival,38945,10,Thursday,131,1001740,2667,82,0.7,17000,0.92,0,25.72191552,0.068481191,82142680,0.65,25314,media
Cuco,indie,Guadalajara,Mexico,club,1663,5,Tuesday,136,30763,3108,82,0.7,894,0.92,0,18.49849669,1.868911606,2522566,0.49,815,baja
Stray Kids,kpop,Los Angeles,Estados Unidos,festival,89958,5,Wednesday,50,1691368,2642,91,0.7,46142,0.95,0,18.80175193,0.029369261,153914488,0.87,78263,alta
Stray Kids,kpop,Queretaro,Mexico,festival,49336,11,Wednesday,102,1085750,3309,91,0.7,21122,0.82,0,22.00725636,0.067070699,98803250,0.86,42429,alta
Arctic Monkeys,rock,Los Angeles,Estados Unidos,stadium,36447,5,Wednesday,166,599919,2498,92,0.7,19137,0.95,0,16.46003786,0.068537877,55192548,0.66,24055,media
Martin Garrix,electronica,Queretaro,Mexico,arena,16509,3,Thursday,42,276801,2418,92,0.7,6849,0.82,0,16.76667272,0.146465564,25465692,0.34,5613,baja
NewJeans,kpop,Queretaro,Mexico,club,2663,11,Sunday,165,26916,4493,93,0.7,1402,0.82,0,10.10739767,1.687194893,2503188,0.47,1252,baja
Girl Ultra,indie,Queretaro,Mexico,stadium,76120,8,Tuesday,99,1856935,2178,78,0.7,29862,0.82,0,24.3948371,0.028612717,144840930,0.67,51000,media
Post Malone,rap,Guadalajara,Mexico,theater,9668,9,Thursday,70,209685,2724,92,0.7,4322,0.92,0,21.6885602,0.281754241,19291020,0.61,5897,media
Ariana Grande,pop,Madrid,España,arena,14131,5,Saturday,172,312182,4010,95,0.88,11215,0.9,1,22.09199632,0.283773264,29657290,0.95,13424,alta
Drake,rap,Leon,Mexico,stadium,61942,5,Monday,76,1039837,39412,94,0.86,32135,0.78,0,16.78726874,0.636272642,97744678,0.86,53270,alta
Clairo,indie,Madrid,España,theater,4673,10,Friday,172,128399,3578,80,0.7,2107,0.9,1,27.47678151,0.765675155,10271920,0.41,1916,baja
TWICE,kpop,Seul,Desconocido,festival,54530,6,Thursday,19,951583,39280,92,0.84,35665,0.8,0,17.45063268,0.720337429,87545636,0.95,51804,alta
Drake,rap,CDMX,Mexico,arena,19866,6,Thursday,152,212117,2174,94,0.86,14950,1,0,10.6773885,0.109433202,19938998,0.9,17879,alta
Stray Kids,kpop,Monterrey,Mexico,stadium,75272,4,Saturday,162,952928,2812,91,0.7,30994,0.92,1,12.65979381,0.037357849,86716448,0.81,60970,alta
Stray Kids,kpop,CDMX,Mexico,stadium,38210,3,Friday,59,1047573,3501,91,0.7,26115,1,1,27.41619995,0.091625229,95329143,0.96,36682,alta
Fuerza Regida,regional_mexicano,Queretaro,Mexico,arena,21999,1,Saturday,13,301444,3547,88,0.7,10362,0.82,1,13.70262285,0.161234602,26527072,0.44,9680,baja
NewJeans,kpop,Bogota,Colombia,festival,29313,2,Wednesday,43,377368,4639,93,0.7,13446,0.88,0,12.87374203,0.158257428,35095224,0.63,18467,media
Martin Garrix,electronica,Bogota,Colombia,arena,17713,3,Wednesday,84,449276,3256,92,0.7,7154,0.88,0,25.36419579,0.183819793,41333392,0.29,5137,baja
Grupo Firme,banda,Los Angeles,Estados Unidos,festival,99064,9,Saturday,63,1567050,1483,90,0.78,66549,0.95,1,15.81856174,0.01497012,141034500,0.93,92130,alta
Ed Sheeran,pop,Monterrey,Mexico,club,2566,8,Tuesday,98,49020,3294,94,0.7,1443,0.92,0,19.10366329,1.283710055,4607880,0.44,1129,baja
Dua Lipa,pop,Guadalajara,Mexico,arena,12435,10,Sunday,16,152903,2195,93,0.7,6629,0.92,0,12.29618014,0.176517893,14219979,0.68,8456,media
Clairo,indie,Guadalajara,Mexico,arena,24430,11,Monday,150,358009,24940,80,0.7,13244,0.92,0,14.65448219,1.020875972,28640720,0.52,12704,baja
Grupo Firme,banda,Madrid,España,theater,6422,3,Thursday,29,122080,1968,90,0.78,4077,0.9,0,19.00965431,0.30644659,10987200,0.73,4688,media
Ariana Grande,pop,Los Angeles,Estados Unidos,arena,19989,4,Thursday,12,259356,2339,95,0.88,11402,0.95,0,12.97493621,0.117014358,24638820,0.82,16391,alta
The Weeknd,pop,Leon,Mexico,festival,26605,9,Tuesday,29,794608,37343,96,0.9,14169,0.78,0,29.86686713,1.403608344,76282368,0.85,22614,alta
Imagine Dragons,rock,Monterrey,Mexico,arena,13500,3,Thursday,55,232915,1582,94,0.7,6226,0.92,0,17.25296296,0.117185185,21894010,0.61,8235,media
Girl Ultra,indie,Leon,Mexico,stadium,69091,12,Thursday,112,1533938,3592,78,0.7,28977,0.78,0,22.201705,0.051989405,119647164,0.72,49746,media
aespa,kpop,Monterrey,Mexico,arena,10952,1,Monday,155,288325,2853,90,0.7,4222,0.92,0,26.32624178,0.260500365,25949250,0.57,6243,media
Martin Garrix,electronica,Monterrey,Mexico,stadium,42498,5,Monday,157,571405,1515,92,0.7,22824,0.92,0,13.44545626,0.035648736,52569260,0.69,29324,media
David Guetta,electronica,Queretaro,Mexico,arena,21746,6,Saturday,2,256089,3878,93,0.82,13505,0.82,1,11.77637267,0.178331647,23816277,0.73,15875,media
TWICE,kpop,Bogota,Colombia,theater,7131,2,Sunday,60,162777,1677,92,0.84,5066,0.88,0,22.82667228,0.235170383,14975484,0.95,6774,alta
Karol G,reggaeton,Leon,Mexico,arena,15361,10,Wednesday,124,246319,2145,94,0.7,6338,0.78,0,16.03534926,0.139639346,23153986,0.35,5376,baja
Kendrick Lamar,rap,Madrid,España,club,2982,6,Saturday,121,85977,33694,95,0.7,1820,0.9,1,28.83199195,11.2991281,8167815,0.5,1491,baja
BLACKPINK,kpop,Queretaro,Mexico,arena,16777,11,Sunday,175,462127,2499,98,0.7,6604,0.82,0,27.54527031,0.148953925,45288446,0.58,9731,media
Martin Garrix,electronica,Bogota,Colombia,theater,5888,11,Thursday,137,153030,1453,92,0.7,3440,0.88,0,25.99014946,0.246773098,14078760,0.5,2944,baja
Imagine Dragons,rock,Queretaro,Mexico,theater,6238,7,Monday,118,85503,1603,94,0.7,2381,0.82,0,13.70679705,0.256973389,8037282,0.29,1809,baja
David Guetta,electronica,Madrid,España,festival,59067,4,Friday,53,1761830,2974,93,0.82,33599,0.9,1,29.82765334,0.050349603,163850190,0.86,50798,alta
Girl Ultra,indie,Guadalajara,Mexico,arena,10800,4,Saturday,24,309928,35099,78,0.7,5473,0.92,1,28.69703704,3.249907407,24174384,0.49,5292,baja
Martin Garrix,electronica,Madrid,España,theater,4745,10,Sunday,69,93828,2833,92,0.7,1973,0.9,0,19.77407798,0.597049526,8632176,0.29,1376,baja
Girl Ultra,indie,Queretaro,Mexico,club,1511,10,Sunday,98,21597,2538,78,0.7,510,0.82,0,14.29318332,1.67968233,1684566,0.32,484,baja
Dua Lipa,pop,Los Angeles,Estados Unidos,theater,4627,11,Saturday,69,100639,4633,93,0.7,2790,0.95,1,21.75037821,1.001296737,9359427,0.72,3331,media
TWICE,kpop,Leon,Mexico,club,2312,6,Tuesday,68,59850,1489,92,0.84,1357,0.78,0,25.8866782,0.644031142,5506200,0.72,1665,media
Coldplay,rock,Seul,Desconocido,theater,3215,5,Thursday,52,46821,4678,96,0.7,1622,0.8,0,14.56329705,1.455054432,4494816,0.44,1415,baja
Girl Ultra,indie,Monterrey,Mexico,stadium,71859,6,Wednesday,36,1654134,2951,78,0.7,34735,0.92,0,23.01916253,0.041066533,129022452,0.91,65392,alta
The Weeknd,pop,Queretaro,Mexico,theater,7520,8,Sunday,17,159245,2552,96,0.9,4764,0.82,0,21.17619681,0.339361702,15287520,0.68,5114,media
Fuerza Regida,regional_mexicano,Guadalajara,Mexico,club,2852,8,Saturday,35,83092,1458,88,0.7,1234,0.92,1,29.13464236,0.511220196,7312096,0.33,941,baja
Post Malone,rap,Bogota,Colombia,stadium,57599,2,Tuesday,87,1471669,3923,92,0.7,26296,0.88,0,25.55025261,0.068108821,135393548,0.85,48959,alta
Post Malone,rap,Guadalajara,Mexico,stadium,70707,1,Sunday,87,1628358,2092,92,0.7,30654,0.92,0,23.0296576,0.029586887,149808936,0.82,57980,alta
Banda MS,banda,CDMX,Mexico,theater,8714,5,Sunday,77,92158,2041,89,0.7,5748,1,0,10.57585495,0.234220794,8202062,0.76,6623,media
Coldplay,rock,Bogota,Colombia,theater,6477,12,Thursday,119,74986,2601,96,0.7,3495,0.88,0,11.57727343,0.401574803,7198656,0.69,4469,media
Kendrick Lamar,rap,Los Angeles,Estados Unidos,festival,26933,8,Friday,141,459032,4060,95,0.7,14129,0.95,1,17.04347826,0.15074444,43608040,0.65,17506,media
Cuco,indie,Monterrey,Mexico,theater,3707,4,Wednesday,21,49263,2103,82,0.7,1679,0.92,0,13.28918263,0.567305098,4039566,0.39,1446,baja
Adele,pop,Bogota,Colombia,theater,9255,12,Friday,112,149842,2720,95,0.7,5829,0.88,1,16.19038358,0.293895192,14234990,0.53,4905,baja
Grupo Firme,banda,Bogota,Colombia,club,2274,6,Thursday,88,57568,30915,90,0.78,1010,0.88,0,25.31574318,13.59498681,5181120,0.3,682,baja
BLACKPINK,kpop,Leon,Mexico,club,513,11,Monday,139,8350,2643,98,0.7,251,0.78,0,16.27680312,5.152046784,818300,0.43,221,baja
Natanael Cano,corridos,Bogota,Colombia,theater,4767,1,Sunday,106,62826,2351,87,0.7,2242,0.88,0,13.17935809,0.493182295,5465862,0.4,1907,baja
BTS,kpop,Bogota,Colombia,club,1649,8,Monday,97,22648,34180,99,0.95,1263,0.88,0,13.73438448,20.72771377,2242152,0.69,1138,media
BLACKPINK,kpop,Queretaro,Mexico,festival,47361,1,Saturday,103,812771,2131,98,0.7,17534,0.82,1,17.16118747,0.044994827,79651558,0.56,26522,media
Martin Garrix,electronica,Bogota,Colombia,arena,20246,9,Saturday,52,477812,3274,92,0.7,11961,0.88,1,23.60031611,0.161710955,43958704,0.75,15184,media
TWICE,kpop,Leon,Mexico,arena,21856,10,Friday,127,607116,39820,92,0.84,14089,0.78,1,27.77800146,1.821925329,55854672,0.77,16829,media
Los Tigres del Norte,norteno,Leon,Mexico,arena,13720,11,Thursday,137,195224,4094,92,0.74,6588,0.78,0,14.22915452,0.298396501,17960608,0.42,5762,baja
Post Malone,rap,Guadalajara,Mexico,stadium,72220,1,Saturday,119,1645313,3593,92,0.7,41227,0.92,1,22.78195791,0.049750762,151368796,0.92,66442,alta
Taylor Swift,pop,Guadalajara,Mexico,festival,88925,12,Tuesday,86,1135741,2696,98,0.7,59777,0.92,0,12.77189767,0.030317683,111302618,0.96,85368,alta
aespa,kpop,Guadalajara,Mexico,club,2805,11,Saturday,87,74203,1443,90,0.7,1574,0.92,1,26.45383244,0.514438503,6678270,0.46,1290,baja
Natanael Cano,corridos,Bogota,Colombia,festival,49880,6,Thursday,78,1387550,2404,87,0.7,19211,0.88,0,27.81776263,0.04819567,120716850,0.59,29429,media
Los Tigres del Norte,norteno,Madrid,España,theater,4832,2,Wednesday,128,109202,2578,92,0.74,2692,0.9,0,22.59975166,0.53352649,10046584,0.42,2029,baja
Ed Sheeran,pop,Seul,Desconocido,stadium,35233,8,Thursday,77,391684,2142,94,0.7,17119,0.8,0,11.11696421,0.060795277,36818296,0.69,24311,media
Imagine Dragons,rock,Madrid,España,club,2625,1,Saturday,155,26428,23397,94,0.7,1307,0.9,1,10.06780952,8.913142857,2484232,0.38,998,baja
Ed Sheeran,pop,Bogota,Colombia,stadium,50484,7,Friday,104,1273129,1661,94,0.7,28689,0.88,1,25.21846526,0.032901513,119674126,0.92,46445,alta
Los Tigres del Norte,norteno,Queretaro,Mexico,arena,14746,10,Tuesday,157,279906,2121,92,0.74,8812,0.82,0,18.98182558,0.143835616,25751352,0.77,11354,media
Natanael Cano,corridos,Leon,Mexico,club,1207,9,Saturday,9,25446,37350,87,0.7,611,0.78,1,21.08202154,30.94449047,2213802,0.53,640,baja
Girl Ultra,indie,Madrid,España,stadium,58333,1,Thursday,26,598136,3063,78,0.7,24448,0.9,0,10.25381859,0.052508871,46654608,0.66,38500,media
David Guetta,electronica,Los Angeles,Estados Unidos,festival,77705,9,Saturday,4,871111,2207,93,0.82,39460,0.95,1,11.21048839,0.028402291,81013323,0.81,62941,alta
Ariana Grande,pop,Queretaro,Mexico,arena,10946,6,Tuesday,13,194140,2372,95,0.88,8203,0.82,0,17.73615933,0.216700164,18443300,0.97,10618,alta
Kendrick Lamar,rap,Bogota,Colombia,stadium,69472,9,Friday,35,1007286,27328,95,0.7,41773,0.88,1,14.49916513,0.393367112,95692170,0.94,65304,alta
Grupo Firme,banda,Guadalajara,Mexico,festival,82612,3,Saturday,105,1762102,3977,90,0.78,37673,0.92,1,21.32985523,0.048140706,158589180,0.81,66916,alta
Post Malone,rap,Queretaro,Mexico,club,1718,2,Thursday,9,40807,1412,92,0.7,966,0.82,0,23.75261932,0.821885914,3754244,0.53,911,baja
Banda MS,banda,Madrid,España,theater,7572,12,Friday,137,152600,2895,89,0.7,4422,0.9,1,20.15319599,0.382329635,13581400,0.51,3862,baja
BLACKPINK,kpop,Leon,Mexico,arena,24019,5,Friday,172,261097,3985,98,0.7,11355,0.78,1,10.8704359,0.165910321,25587506,0.67,16093,media
Drake,rap,Madrid,España,club,537,7,Saturday,114,7408,2184,94,0.86,358,0.9,1,13.79515829,4.067039106,696352,0.69,371,media
Grupo Firme,banda,Seul,Desconocido,arena,22158,1,Saturday,102,266639,4027,90,0.78,10323,0.8,1,12.03353191,0.181740229,23997510,0.65,14403,media
Post Malone,rap,Monterrey,Mexico,arena,10330,4,Thursday,106,216054,26609,92,0.7,4129,0.92,0,20.91519845,2.57589545,19876968,0.27,2789,baja
Post Malone,rap,Bogota,Colombia,arena,21424,10,Monday,122,585690,24002,92,0.7,9723,0.88,0,27.33803211,1.120332338,53883480,0.63,13497,media
Cuco,indie,Los Angeles,Estados Unidos,theater,9032,3,Saturday,43,236793,2145,82,0.7,4981,0.95,1,26.21711692,0.237488928,19417026,0.49,4426,baja
Stray Kids,kpop,Queretaro,Mexico,arena,24288,7,Sunday,144,516740,2174,91,0.7,8273,0.82,0,21.27552701,0.089509223,47023340,0.56,13601,media
BTS,kpop,Los Angeles,Estados Unidos,festival,48689,7,Friday,143,1006560,2384,99,0.95,34805,0.95,1,20.67325269,0.048963832,99649440,0.85,41386,alta
Natanael Cano,corridos,Bogota,Colombia,festival,36639,10,Saturday,40,518492,3316,87,0.7,16281,0.88,1,14.15136876,0.090504654,45108804,0.65,23815,media
aespa,kpop,Monterrey,Mexico,arena,22735,7,Tuesday,109,604258,3756,90,0.7,11752,0.92,0,26.57831537,0.165207829,54383220,0.68,15460,media
Banda MS,banda,Guadalajara,Mexico,arena,13431,8,Monday,32,378976,2917,89,0.7,8190,0.92,0,28.21651403,0.217184126,33728864,0.76,10208,media
Banda MS,banda,CDMX,Mexico,stadium,41051,4,Saturday,38,832363,2989,89,0.7,20610,1,1,20.27631483,0.072811868,74080307,0.85,34893,alta
Dua Lipa,pop,Bogota,Colombia,arena,21225,1,Friday,34,569157,30915,93,0.7,9802,0.88,1,26.81540636,1.456537102,52931601,0.64,13584,media
TWICE,kpop,Bogota,Colombia,festival,87479,6,Saturday,130,1107548,2005,92,0.84,58413,0.88,1,12.66073,0.022919786,101894416,0.92,80481,alta
Karol G,reggaeton,Madrid,España,festival,74259,7,Saturday,19,1025256,4548,94,0.7,37534,0.9,1,13.8064881,0.061245102,96374064,0.87,64605,alta
Adele,pop,Los Angeles,Estados Unidos,theater,7961,2,Wednesday,35,93750,3960,95,0.7,3777,0.95,0,11.77615877,0.497424947,8906250,0.32,2548,baja
Coldplay,rock,Queretaro,Mexico,arena,20917,11,Sunday,8,617683,2928,96,0.7,9839,0.82,0,29.53019075,0.139981833,59297568,0.66,13805,media
Travis Scott,rap,Monterrey,Mexico,theater,6602,10,Thursday,10,189806,2626,93,0.7,2821,0.92,0,28.7497728,0.397758255,17651958,0.29,1915,baja
Fuerza Regida,regional_mexicano,CDMX,Mexico,arena,20372,7,Monday,33,307489,2769,88,0.7,9153,1,0,15.09370705,0.135921854,27059032,0.6,12223,media
Imagine Dragons,rock,Guadalajara,Mexico,arena,21451,5,Thursday,3,613735,2959,94,0.7,11353,0.92,0,28.61102047,0.137942287,57691090,0.67,14372,media
